Attendance,Away,Date,Day,Home,Score,Time,Venue,Half_time,year,Distance,home_win,home_team_form
"22,308",Hellas Verona,2020-02-16,Sun,Udinese,0-0,12:30,Dacia Arena,(0-0),2020,187.85001575041200,0,0.5
"62,500",Inter Milan,2020-02-16,Sun,Lazio,2-1,20:45,Stadio Olimpico,(0-1),2020,476.62238398594400,1,0.5
"13,535",Napoli,2020-02-16,Sun,Cagliari,0-1,18:00,Sardegna Arena,(0-0),2020,467.8748889163700,0,0.5
"12,099",Parma,2020-02-16,Sun,Sassuolo,0-1,15:00,Mapei Stadium - Città del Tricolore,(0-1),2020,26.207544228638100,0,0.5
"46,114",Torino,2020-02-17,Mon,AC Milan,1-0,20:45,Stadio Giuseppe Meazza,(1-0),2020,125.26280395239400,1,0.5
"14,703",Napoli,2020-02-21,Fri,Brescia,1-2,20:45,Stadio Mario Rigamonti,(1-0),2020,617.0745651037510,0,0.5
"39,769",AC Milan,2020-02-22,Sat,Fiorentina,1-1,20:45,Stadio Artemio Franchi,(0-0),2020,254.93627880825600,0,0.5
"15,262",Juventus,2020-02-22,Sat,SPAL,1-2,18:00,Stadio Paolo Mazza,(0-1),2020,314.30292329884300,0,0.5
"21,523",Udinese,2020-02-22,Sat,Bologna,1-1,15:00,Stadio Renato Dall'Ara,(0-1),2020,230.59665353873800,0,0.5
"25,000",Lazio,2020-02-23,Sun,Genoa,2-3,12:30,Stadio Comunale Luigi Ferraris,(0-1),2020,396.34249898601200,0,0.5
"34,293",Lecce,2020-02-23,Sun,AS Roma,4-0,18:00,Stadio Olimpico,(2-0),2020,513.3806815324030,1,0.5
"40,000",Bologna,2020-02-29,Sat,Lazio,2-0,15:00,Stadio Olimpico,(2-0),2020,299.0253331111190,1,0.5
"23,586",Torino,2020-02-29,Sat,Napoli,2-1,20:45,Stadio San Paolo,(1-0),2020,709.7779834457860,1,0.5
"14,848",AS Roma,2020-03-01,Sun,Cagliari,3-4,18:00,Sardegna Arena,(1-2),2020,413.5917654589300,0,0.5
"21,344",Atalanta,2020-03-01,Sun,Lecce,2-7,15:00,Stadio Comunale Via Del Mare,(2-2),2020,913.1180393132800,0,0.5
,Fiorentina,2020-03-08,Sun,Udinese,0-0,18:00,Dacia Arena,(0-0),2020,297.09159095287500,0,0.5
,Genoa,2020-03-08,Sun,AC Milan,1-2,15:00,Stadio Giuseppe Meazza,(0-2),2020,118.77110409643900,0,0.5
,Hellas Verona,2020-03-08,Sun,Sampdoria,2-1,15:00,Stadio Comunale Luigi Ferraris,(0-1),2020,195.31798355125100,1,0.5
,Inter Milan,2020-03-08,Sun,Juventus,2-0,20:45,Allianz Stadium,(0-0),2020,123.13402248871500,1,0.5
,SPAL,2020-03-08,Sun,Parma,0-1,13:30,Stadio Ennio Tardini,(0-0),2020,100.53829749559100,0,0.5
,Brescia,2020-03-09,Mon,Sassuolo,3-0,18:30,Mapei Stadium - Città del Tricolore,(1-0),2020,100.52396784791500,1,0.5
,Cagliari,2020-06-20,Sat,Hellas Verona,2-1,21:45,Stadio Marc'Antonio Bentegodi,(2-1),2020,708.8513602382750,1,0.5
,Parma,2020-06-20,Sat,Torino,1-1,19:30,Stadio Olimpico di Torino,(1-1),2020,214.02834778554800,0,0.5
,Sampdoria,2020-06-21,Sun,Inter Milan,2-1,21:45,Stadio Giuseppe Meazza,(2-0),2020,118.77110409643900,1,0.5
,Sassuolo,2020-06-21,Sun,Atalanta,4-1,19:30,Stadio Atleti Azzurri d'Italia,(3-0),2020,134.20367626869600,1,0.5
,AC Milan,2020-06-22,Mon,Lecce,1-4,19:30,Stadio Comunale Via Del Mare,(0-1),2020,933.4477350725230,0,0.5
,Brescia,2020-06-22,Mon,Fiorentina,1-1,19:30,Stadio Artemio Franchi,(1-1),2020,215.481679666035,0,0.5
,Juventus,2020-06-22,Mon,Bologna,0-2,21:45,Stadio Renato Dall'Ara,(0-2),2020,298.2345951259310,0,0.5
,Cagliari,2020-06-23,Tue,SPAL,0-1,19:30,Stadio Paolo Mazza,(0-0),2020,658.9914495985010,0,0.5
,Napoli,2020-06-23,Tue,Hellas Verona,0-2,19:30,Stadio Marc'Antonio Bentegodi,(0-1),2020,575.0602598611650,0,0.5
,Parma,2020-06-23,Tue,Genoa,1-4,21:45,Stadio Comunale Luigi Ferraris,(0-2),2020,117.78787939075300,0,0.5
,Udinese,2020-06-23,Tue,Torino,1-0,21:45,Stadio Olimpico di Torino,(1-0),2020,448.31752025128400,1,0.5
,Lazio,2020-06-24,Wed,Atalanta,3-2,21:45,Stadio Atleti Azzurri d'Italia,(1-2),2020,475.0353950263620,1,0.5
,Sampdoria,2020-06-24,Wed,AS Roma,2-1,21:45,Stadio Olimpico,(0-1),2020,396.34249898601200,1,0.5
,Sassuolo,2020-06-24,Wed,Inter Milan,3-3,19:30,Stadio Giuseppe Meazza,(2-1),2020,147.23360435549800,0,0.5
,Lecce,2020-06-26,Fri,Juventus,4-0,21:45,Allianz Stadium,(0-0),2020,1012.0013317766000,1,0.5
,Fiorentina,2020-06-27,Sat,Lazio,2-1,21:45,Stadio Olimpico,(0-1),2020,226.4069458907570,1,0.5
,Genoa,2020-06-27,Sat,Brescia,2-2,17:15,Stadio Mario Rigamonti,(2-1),2020,163.4392331682600,0,0.5
,Torino,2020-06-27,Sat,Cagliari,4-2,19:30,Sardegna Arena,(2-0),2020,660.4334677989370,1,0.5
,AS Roma,2020-06-28,Sun,AC Milan,2-0,17:15,Stadio Giuseppe Meazza,(0-0),2020,476.62238398594400,1,0.5
,Atalanta,2020-06-28,Sun,Udinese,2-3,19:30,Dacia Arena,(1-1),2020,276.20012084924100,0,0.5
,Bologna,2020-06-28,Sun,Sampdoria,1-2,19:30,Stadio Comunale Luigi Ferraris,(0-0),2020,187.81114792816600,0,0.5
,Hellas Verona,2020-06-28,Sun,Sassuolo,3-3,19:30,Mapei Stadium - Città del Tricolore,(0-0),2020,83.93781035436990,0,0.5
,Inter Milan,2020-06-28,Sun,Parma,1-2,21:45,Stadio Ennio Tardini,(1-0),2020,122.21474389568100,0,0.5
,SPAL,2020-06-28,Sun,Napoli,3-1,19:30,Stadio San Paolo,(2-1),2020,493.22775551741700,1,0.5
,Juventus,2020-06-30,Tue,Genoa,1-3,21:45,Stadio Comunale Luigi Ferraris,(0-0),2020,129.26585903174700,0,0.5
,Lazio,2020-06-30,Tue,Torino,1-2,19:30,Stadio Olimpico di Torino,(1-0),2020,519.7003731677150,0,0.5
,AC Milan,2020-07-01,Wed,SPAL,2-2,21:45,Stadio Paolo Mazza,(2-0),2020,207.9762858475720,0,0.5
,Brescia,2020-07-01,Wed,Inter Milan,6-0,19:30,Stadio Giuseppe Meazza,(3-0),2020,87.76252878792030,1,0.5
,Cagliari,2020-07-01,Wed,Bologna,1-1,19:30,Stadio Renato Dall'Ara,(1-0),2020,614.8406050228860,0,0.5
,Parma,2020-07-01,Wed,Hellas Verona,3-2,21:45,Stadio Marc'Antonio Bentegodi,(1-1),2020,86.73778395837330,1,0.5
,Sampdoria,2020-07-01,Wed,Lecce,1-2,21:45,Stadio Comunale Via Del Mare,(0-1),2020,884.3368821131740,0,0.5
,Sassuolo,2020-07-01,Wed,Fiorentina,1-3,21:45,Stadio Artemio Franchi,(0-2),2020,115.41892463717000,0,0.5
,Napoli,2020-07-02,Thu,Atalanta,2-0,19:30,Stadio Atleti Azzurri d'Italia,(0-0),2020,654.1868488614660,1,0.5
,Udinese,2020-07-02,Thu,AS Roma,0-2,21:45,Stadio Olimpico,(0-1),2020,464.67909792520700,0,0.5
,AC Milan,2020-07-04,Sat,Lazio,0-3,21:45,Stadio Olimpico,(0-2),2020,476.62238398594400,0,0.5
,Lecce,2020-07-04,Sat,Sassuolo,4-2,19:30,Mapei Stadium - Città del Tricolore,(1-1),2020,786.2183223403580,1,0.5
,Torino,2020-07-04,Sat,Juventus,4-1,17:15,Allianz Stadium,(2-1),2020,7.56735575287785,1,0.5
,AS Roma,2020-07-05,Sun,Napoli,2-1,21:45,Stadio San Paolo,(0-0),2020,190.3582363177840,1,0.5
,Atalanta,2020-07-05,Sun,Cagliari,0-1,19:30,Sardegna Arena,(0-1),2020,724.4648430005950,0,0.5
,Bologna,2020-07-05,Sun,Inter Milan,1-2,17:15,Stadio Giuseppe Meazza,(1-0),2020,204.45103811272000,0,0.5
,Fiorentina,2020-07-05,Sun,Parma,1-2,19:30,Stadio Ennio Tardini,(0-2),2020,135.5568445766750,0,0.5
,Genoa,2020-07-05,Sun,Udinese,2-2,19:30,Dacia Arena,(1-0),2020,381.26174910079500,0,0.5
,Hellas Verona,2020-07-05,Sun,Brescia,2-0,19:30,Stadio Mario Rigamonti,(0-0),2020,59.11676950791020,1,0.5
,SPAL,2020-07-05,Sun,Sampdoria,3-0,19:30,Stadio Comunale Luigi Ferraris,(3-0),2020,215.9119246020420,1,0.5
,Juventus,2020-07-07,Tue,AC Milan,4-2,21:45,Stadio Giuseppe Meazza,(0-0),2020,123.13402248871500,1,0.5
,Lazio,2020-07-07,Tue,Lecce,2-1,19:30,Stadio Comunale Via Del Mare,(1-1),2020,513.3806815324030,1,0.5
,Brescia,2020-07-08,Wed,Torino,3-1,21:45,Stadio Olimpico di Torino,(0-1),2020,211.2195066714450,1,0.5
,Cagliari,2020-07-08,Wed,Fiorentina,0-0,19:30,Stadio Artemio Franchi,(0-0),2020,539.3545969382540,0,0.5
,Napoli,2020-07-08,Wed,Genoa,1-2,19:30,Stadio Comunale Luigi Ferraris,(0-1),2020,586.0743336614400,0,0.5
,Parma,2020-07-08,Wed,AS Roma,2-1,21:45,Stadio Olimpico,(1-1),2020,361.13487726488000,1,0.5
,Sampdoria,2020-07-08,Wed,Atalanta,2-0,21:45,Stadio Atleti Azzurri d'Italia,(0-0),2020,154.6880908683670,1,0.5
,Sassuolo,2020-07-08,Wed,Bologna,1-2,21:45,Stadio Renato Dall'Ara,(0-1),2020,57.94675256337210,0,0.5
,Inter Milan,2020-07-09,Thu,Hellas Verona,2-2,21:45,Stadio Marc'Antonio Bentegodi,(1-0),2020,144.56024644073000,0,0.5
,Udinese,2020-07-09,Thu,SPAL,0-3,19:30,Stadio Paolo Mazza,(0-2),2020,185.82116889338700,0,0.5
,AS Roma,2020-07-11,Sat,Brescia,0-3,19:30,Stadio Mario Rigamonti,(0-0),2020,441.7194112926320,0,0.5
,Atalanta,2020-07-11,Sat,Juventus,2-2,21:45,Allianz Stadium,(0-1),2020,173.0084746125310,0,0.5
,Sassuolo,2020-07-11,Sat,Lazio,1-2,17:15,Stadio Olimpico,(1-0),2020,341.8246503722720,0,0.5
,AC Milan,2020-07-12,Sun,Napoli,2-2,21:45,Stadio San Paolo,(1-1),2020,660.849346236503,0,0.5
,Bologna,2020-07-12,Sun,Parma,2-2,19:30,Stadio Ennio Tardini,(0-2),2020,84.08568803734060,0,0.5
,Hellas Verona,2020-07-12,Sun,Fiorentina,1-1,19:30,Stadio Artemio Franchi,(0-1),2020,185.5363832089200,0,0.5
,Lecce,2020-07-12,Sun,Cagliari,0-0,19:30,Sardegna Arena,(0-0),2020,787.4421309580180,0,0.5
,SPAL,2020-07-12,Sun,Genoa,2-0,17:15,Stadio Comunale Luigi Ferraris,(1-0),2020,215.9119246020420,1,0.5
,Sampdoria,2020-07-12,Sun,Udinese,1-3,19:30,Dacia Arena,(1-1),2020,381.26174910079500,0,0.5
,Torino,2020-07-13,Mon,Inter Milan,3-1,21:45,Stadio Giuseppe Meazza,(0-1),2020,125.26280395239400,1,0.5
,Brescia,2020-07-14,Tue,Atalanta,6-2,21:45,Stadio Atleti Azzurri d'Italia,(4-1),2020,46.02209994303860,1,0.5
,Cagliari,2020-07-15,Wed,Sampdoria,3-0,19:30,Stadio Comunale Luigi Ferraris,(2-0),2020,579.631362219898,1,0.5
,Fiorentina,2020-07-15,Wed,Lecce,1-3,21:45,Stadio Comunale Via Del Mare,(0-3),2020,687.013373142603,0,0.5
,Hellas Verona,2020-07-15,Wed,AS Roma,2-1,21:45,Stadio Olimpico,(2-0),2020,407.0200194793920,1,0.5
,Juventus,2020-07-15,Wed,Sassuolo,3-3,21:45,Mapei Stadium - Città del Tricolore,(1-2),2020,241.5792223386410,0,0.5
,Lazio,2020-07-15,Wed,Udinese,0-0,21:45,Dacia Arena,(0-0),2020,464.67909792520700,0,0.5
,Napoli,2020-07-15,Wed,Bologna,1-1,19:30,Stadio Renato Dall'Ara,(0-1),2020,470.6374988983220,0,0.5
,Parma,2020-07-15,Wed,AC Milan,3-1,19:30,Stadio Giuseppe Meazza,(0-1),2020,122.21474389568100,1,0.5
,Genoa,2020-07-16,Thu,Torino,3-0,19:30,Stadio Olimpico di Torino,(1-0),2020,124.3883982813310,1,0.5
,Inter Milan,2020-07-16,Thu,SPAL,0-4,21:45,Stadio Paolo Mazza,(0-1),2020,207.9762858475720,0,0.5
,Atalanta,2020-07-18,Sat,Hellas Verona,1-1,17:15,Stadio Marc'Antonio Bentegodi,(0-0),2020,105.03011344573900,0,0.5
,Bologna,2020-07-18,Sat,AC Milan,5-1,21:45,Stadio Giuseppe Meazza,(2-1),2020,204.45103811272000,1,0.5
,Sassuolo,2020-07-18,Sat,Cagliari,1-1,19:30,Sardegna Arena,(0-1),2020,625.2202021838070,0,0.5
,Inter Milan,2020-07-19,Sun,AS Roma,2-2,21:45,Stadio Olimpico,(1-1),2020,476.62238398594400,0,0.5
,Lecce,2020-07-19,Sun,Genoa,2-1,19:30,Stadio Comunale Luigi Ferraris,(1-0),2020,884.3368821131740,1,0.5
,SPAL,2020-07-19,Sun,Brescia,2-1,19:30,Stadio Mario Rigamonti,(0-1),2020,134.87112818319500,1,0.5
,Sampdoria,2020-07-19,Sun,Parma,2-3,17:15,Stadio Ennio Tardini,(2-0),2020,117.78787939075300,0,0.5
,Torino,2020-07-19,Sun,Fiorentina,2-0,19:30,Stadio Artemio Franchi,(1-0),2020,321.43217283133700,1,0.5
,Udinese,2020-07-19,Sun,Napoli,2-1,19:30,Stadio San Paolo,(1-1),2020,589.1799954804650,1,0.5
,Lazio,2020-07-20,Mon,Juventus,2-1,21:45,Allianz Stadium,(0-0),2020,525.1018556767370,1,0.5
,AC Milan,2020-07-21,Tue,Sassuolo,1-2,21:45,Mapei Stadium - Città del Tricolore,(1-2),2020,147.23360435549800,0,0.5
,Bologna,2020-07-21,Tue,Atalanta,1-0,19:30,Stadio Atleti Azzurri d'Italia,(0-0),2020,186.36226809910800,1,0.5
,AS Roma,2020-07-22,Wed,SPAL,1-6,21:45,Stadio Paolo Mazza,(1-2),2020,330.0713529202830,0,0.5
,Brescia,2020-07-22,Wed,Lecce,3-1,21:45,Stadio Comunale Via Del Mare,(2-0),2020,869.5125678196700,1,0.5
,Fiorentina,2020-07-22,Wed,Inter Milan,0-0,21:45,Stadio Giuseppe Meazza,(0-0),2020,254.93627880825600,0,0.5
,Genoa,2020-07-22,Wed,Sampdoria,1-2,21:45,Stadio Comunale Luigi Ferraris,(1-1),2020,0,0,0.5
,Hellas Verona,2020-07-22,Wed,Torino,1-1,21:45,Stadio Olimpico di Torino,(0-0),2020,264.18948039852500,0,0.5
,Napoli,2020-07-22,Wed,Parma,2-1,19:30,Stadio Ennio Tardini,(1-0),2020,541.7029781535990,1,0.5
,Cagliari,2020-07-23,Thu,Lazio,2-1,21:45,Stadio Olimpico,(0-1),2020,413.5917654589300,1,0.5
,Juventus,2020-07-23,Thu,Udinese,2-1,19:30,Dacia Arena,(0-1),2020,446.85815852404400,1,0.5
,Atalanta,2020-07-24,Fri,AC Milan,1-1,21:45,Stadio Giuseppe Meazza,(1-1),2020,50.62272084539420,0,0.5
,Inter Milan,2020-07-25,Sat,Genoa,0-3,19:30,Stadio Comunale Luigi Ferraris,(0-1),2020,118.77110409643900,0,0.5
,Parma,2020-07-25,Sat,Brescia,1-2,17:15,Stadio Mario Rigamonti,(0-0),2020,86.58633215471020,0,0.5
,Sassuolo,2020-07-25,Sat,Napoli,2-0,21:45,Stadio San Paolo,(1-0),2020,519.9962702286800,1,0.5
,Fiorentina,2020-07-26,Sun,AS Roma,2-1,19:30,Stadio Olimpico,(1-0),2020,226.4069458907570,1,0.5
,Lazio,2020-07-26,Sun,Hellas Verona,1-5,19:30,Stadio Marc'Antonio Bentegodi,(1-1),2020,407.0200194793920,0,0.5
,Lecce,2020-07-26,Sun,Bologna,3-2,17:15,Stadio Renato Dall'Ara,(2-1),2020,729.2720103600210,1,0.5
,Sampdoria,2020-07-26,Sun,Juventus,2-0,21:45,Allianz Stadium,(1-0),2020,129.26585903174700,1,0.5
,Torino,2020-07-26,Sun,SPAL,1-1,19:30,Stadio Paolo Mazza,(0-0),2020,313.1587878253970,0,0.5
,Udinese,2020-07-26,Sun,Cagliari,0-1,19:30,Sardegna Arena,(0-1),2020,833.6223808726530,0,0.5
,Atalanta,2020-07-28,Tue,Parma,1-2,19:30,Stadio Ennio Tardini,(1-0),2020,113.97560416244000,0,0.5
,Napoli,2020-07-28,Tue,Inter Milan,2-0,21:45,Stadio Giuseppe Meazza,(1-0),2020,660.849346236503,1,0.5
,AC Milan,2020-07-29,Wed,Sampdoria,1-4,19:30,Stadio Comunale Luigi Ferraris,(0-1),2020,118.77110409643900,0,0.5
,AS Roma,2020-07-29,Wed,Torino,2-3,21:45,Stadio Olimpico di Torino,(1-2),2020,519.7003731677150,0,0.5
,Bologna,2020-07-29,Wed,Fiorentina,4-0,21:45,Stadio Artemio Franchi,(0-0),2020,79.07732589754690,1,0.5
,Brescia,2020-07-29,Wed,Lazio,2-0,19:30,Stadio Olimpico,(1-0),2020,441.7194112926320,1,0.5
,Genoa,2020-07-29,Wed,Sassuolo,5-0,19:30,Mapei Stadium - Città del Tricolore,(2-0),2020,138.83308293258500,1,0.5
,Juventus,2020-07-29,Wed,Cagliari,2-0,21:45,Sardegna Arena,(2-0),2020,667.9608404524190,1,0.5
,Lecce,2020-07-29,Wed,Udinese,1-2,19:30,Dacia Arena,(1-1),2020,753.9204409644710,0,0.5
,SPAL,2020-07-29,Wed,Hellas Verona,3-0,19:30,Stadio Marc'Antonio Bentegodi,(2-0),2020,83.08634113559630,1,0.5
,AS Roma,2020-08-01,Sat,Juventus,1-3,20:45,Allianz Stadium,(1-2),2020,525.1018556767370,0,0.5
,Cagliari,2020-08-01,Sat,AC Milan,3-0,20:45,Stadio Giuseppe Meazza,(1-0),2020,697.4502556886710,1,0.5
,Inter Milan,2020-08-01,Sat,Atalanta,0-2,20:45,Stadio Atleti Azzurri d'Italia,(0-2),2020,50.62272084539420,0,0.5
,Lazio,2020-08-01,Sat,Napoli,3-1,20:45,Stadio San Paolo,(1-1),2020,190.3582363177840,1,0.5
,Sampdoria,2020-08-01,Sat,Brescia,1-1,18:00,Stadio Mario Rigamonti,(0-1),2020,163.4392331682600,0,0.5
,Fiorentina,2020-08-02,Sun,SPAL,1-3,18:00,Stadio Paolo Mazza,(1-1),2020,120.54742586191200,0,0.5
,Hellas Verona,2020-08-02,Sun,Genoa,3-0,20:45,Stadio Comunale Luigi Ferraris,(3-0),2020,195.31798355125100,1,0.5
,Parma,2020-08-02,Sun,Lecce,3-4,20:45,Stadio Comunale Via Del Mare,(2-2),2020,811.5306666595470,0,0.5
,Torino,2020-08-02,Sun,Bologna,1-1,20:45,Stadio Renato Dall'Ara,(1-0),2020,296.06999057922300,0,0.5
,Udinese,2020-08-02,Sun,Sassuolo,0-1,20:45,Mapei Stadium - Città del Tricolore,(0-0),2020,250.87010771479900,0,0.5
,AS Roma,2020-09-19,Sat,Hellas Verona,3-0,20:45,Stadio Marc'Antonio Bentegodi,(3-0),2020,407.0200194793920,1,0.5
,Torino,2020-09-19,Sat,Fiorentina,1-0,18:00,Stadio Artemio Franchi,(0-0),2020,321.43217283133700,1,0.5
850,Cagliari,2020-09-20,Sun,Sassuolo,1-1,18:00,Mapei Stadium - Città del Tricolore,(0-0),2020,625.2202021838070,0,0.5
,Crotone,2020-09-20,Sun,Genoa,4-1,15:00,Stadio Comunale Luigi Ferraris,(3-1),2020,900.5929013678610,1,0.5
"1,000",Napoli,2020-09-20,Sun,Parma,0-2,12:30,Stadio Ennio Tardini,(0-0),2020,541.7029781535990,0,0.5
"1,000",Sampdoria,2020-09-20,Sun,Juventus,3-0,20:45,Allianz Stadium,(1-0),2020,129.26585903174700,1,0.5
"1,000",Bologna,2020-09-21,Mon,AC Milan,2-0,20:45,Stadio Giuseppe Meazza,(1-0),2020,204.45103811272000,1,0.5
"1,000",Atalanta,2020-09-26,Sat,Torino,2-4,15:00,Stadio Olimpico di Torino,(2-3),2020,175.50208167813200,0,0.5
"1,000",Benevento,2020-09-26,Sat,Sampdoria,2-3,18:00,Stadio Comunale Luigi Ferraris,(2-1),2020,601.386008316321,0,0.5
"1,000",Fiorentina,2020-09-26,Sat,Inter Milan,4-3,20:45,Stadio Giuseppe Meazza,(1-1),2020,254.93627880825600,1,0.5
"1,000",Lazio,2020-09-26,Sat,Cagliari,0-2,18:00,Sardegna Arena,(0-1),2020,413.5917654589300,0,0.5
,AC Milan,2020-09-27,Sun,Crotone,0-2,18:00,Stadio Ezio Scida,(0-1),2020,968.6710778988460,0,0.5
"1,000",Genoa,2020-09-27,Sun,Napoli,6-0,18:00,Stadio Diego Armando Maradona,(1-0),2020,586.0743336614400,1,0.5
"1,000",Juventus,2020-09-27,Sun,AS Roma,2-2,20:45,Stadio Olimpico,(2-1),2020,525.1018556767370,0,0.5
"1,000",Sassuolo,2020-09-27,Sun,Spezia,1-4,12:30,Stadio Dino Manuzzi,(1-1),2020,95.48887672398410,0,0.5
"1,000",Udinese,2020-09-27,Sun,Hellas Verona,1-0,15:00,Stadio Marc'Antonio Bentegodi,(0-0),2020,187.85001575041200,1,0.5
"1,000",Parma,2020-09-28,Mon,Bologna,4-1,20:45,Stadio Renato Dall'Ara,(2-0),2020,84.08568803734060,1,0.5
"1,000",Atalanta,2020-09-30,Wed,Lazio,1-4,20:45,Stadio Olimpico,(0-3),2020,475.0353950263620,0,0.5
"1,000",Inter Milan,2020-09-30,Wed,Benevento,2-5,18:00,Stadio Ciro Vigorito,(1-4),2020,667.3216108452870,0,0.5
"1,000",Spezia,2020-09-30,Wed,Udinese,0-2,18:00,Dacia Arena,(0-1),2020,345.84484508629400,0,0.5
"1,000",Sampdoria,2020-10-02,Fri,Fiorentina,1-2,20:45,Stadio Artemio Franchi,(0-1),2020,199.49234412689900,0,0.5
"1,000",AS Roma,2020-10-03,Sat,Udinese,0-1,20:45,Dacia Arena,(0-0),2020,464.67909792520700,0,0.5
"1,000",Crotone,2020-10-03,Sat,Sassuolo,4-1,15:00,Mapei Stadium - Città del Tricolore,(1-0),2020,823.9229942551060,1,0.5
"1,000",Bologna,2020-10-04,Sun,Benevento,1-0,15:00,Stadio Ciro Vigorito,(0-0),2020,470.2712895039450,1,0.5
"1,000",Cagliari,2020-10-04,Sun,Atalanta,5-2,12:30,Stadio Atleti Azzurri d'Italia,(4-1),2020,724.4648430005950,1,0.5
"1,000",Hellas Verona,2020-10-04,Sun,Parma,1-0,15:00,Stadio Ennio Tardini,(1-0),2020,86.73778395837330,1,0.5
"1,000",Inter Milan,2020-10-04,Sun,Lazio,1-1,15:00,Stadio Olimpico,(0-1),2020,476.62238398594400,0,0.5
"1,000",Spezia,2020-10-04,Sun,AC Milan,3-0,18:00,Stadio Giuseppe Meazza,(0-0),2020,162.32599838976200,1,0.5
"1,000",AC Milan,2020-10-17,Sat,Inter Milan,1-2,18:00,Stadio Giuseppe Meazza,(1-2),2020,0,0,0.5
"1,000",Atalanta,2020-10-17,Sat,Napoli,4-1,15:00,Stadio Diego Armando Maradona,(4-0),2020,654.1868488614660,1,0.5
"1,000",Juventus,2020-10-17,Sat,Crotone,1-1,20:45,Stadio Ezio Scida,(1-1),2020,1029.829398789400,0,0.5
"1,000",Lazio,2020-10-17,Sat,Sampdoria,3-0,18:00,Stadio Comunale Luigi Ferraris,(2-0),2020,396.34249898601200,1,0.5
"1,000",Benevento,2020-10-18,Sun,AS Roma,5-2,20:45,Stadio Olimpico,(2-1),2020,214.34374467492200,1,0.5
"1,000",Cagliari,2020-10-18,Sun,Torino,2-3,15:00,Stadio Olimpico di Torino,(1-2),2020,660.4334677989370,0,0.5
"1,000",Fiorentina,2020-10-18,Sun,Spezia,2-2,15:00,Stadio Dino Manuzzi,(1-2),2020,123.60110987801500,0,0.5
"1,000",Parma,2020-10-18,Sun,Udinese,3-2,18:00,Dacia Arena,(1-1),2020,265.6210908098440,1,0.5
"1,000",Sassuolo,2020-10-18,Sun,Bologna,3-4,12:30,Stadio Renato Dall'Ara,(2-1),2020,57.94675256337210,0,0.5
"1,000",Genoa,2020-10-19,Mon,Hellas Verona,0-0,20:45,Stadio Marc'Antonio Bentegodi,(0-0),2020,195.31798355125100,0,0.5
700,Torino,2020-10-23,Fri,Sassuolo,3-3,20:45,Mapei Stadium - Città del Tricolore,(0-1),2020,239.7679599519900,0,0.5
"1,000",Bologna,2020-10-24,Sat,Lazio,2-1,20:45,Stadio Olimpico,(0-0),2020,299.0253331111190,1,0.5
"1,000",Inter Milan,2020-10-24,Sat,Genoa,0-2,18:00,Stadio Comunale Luigi Ferraris,(0-0),2020,118.77110409643900,0,0.5
"1,000",Sampdoria,2020-10-24,Sat,Atalanta,1-3,15:00,Stadio Atleti Azzurri d'Italia,(0-1),2020,154.6880908683670,0,0.5
"1,000",Crotone,2020-10-25,Sun,Cagliari,4-2,12:30,Sardegna Arena,(3-2),2020,689.7655104844690,1,0.5
"1,000",Hellas Verona,2020-10-25,Sun,Juventus,1-1,20:45,Allianz Stadium,(0-0),2020,263.58593725305800,0,0.5
"1,000",Napoli,2020-10-25,Sun,Benevento,1-2,15:00,Stadio Ciro Vigorito,(1-0),2020,58.963219329549200,0,0.5
"1,000",Spezia,2020-10-25,Sun,Parma,2-2,15:00,Stadio Ennio Tardini,(1-2),2020,87.76840344884810,0,0.5
"1,000",Udinese,2020-10-25,Sun,Fiorentina,3-2,18:00,Stadio Artemio Franchi,(2-1),2020,297.09159095287500,1,0.5
,AS Roma,2020-10-26,Mon,AC Milan,3-3,20:45,Stadio Giuseppe Meazza,(1-1),2020,476.62238398594400,0,0.5
,Atalanta,2020-10-31,Sat,Crotone,1-2,15:00,Stadio Ezio Scida,(1-2),2020,956.8251196666340,0,0.5
,Cagliari,2020-10-31,Sat,Bologna,3-2,20:45,Stadio Renato Dall'Ara,(1-1),2020,614.8406050228860,1,0.5
,Parma,2020-10-31,Sat,Inter Milan,2-2,18:00,Stadio Giuseppe Meazza,(0-0),2020,122.21474389568100,0,0.5
,AC Milan,2020-11-01,Sun,Udinese,1-2,12:30,Dacia Arena,(0-1),2020,324.1401921212780,0,0.5
,Fiorentina,2020-11-01,Sun,AS Roma,2-0,18:00,Stadio Olimpico,(1-0),2020,226.4069458907570,1,0.5
,Genoa,2020-11-01,Sun,Sampdoria,1-1,20:45,Stadio Comunale Luigi Ferraris,(1-1),2020,0,0,0.5
,Juventus,2020-11-01,Sun,Spezia,1-4,15:00,Stadio Dino Manuzzi,(1-1),2020,205.26728226736200,0,0.5
,Lazio,2020-11-01,Sun,Torino,3-4,15:00,Stadio Olimpico di Torino,(2-1),2020,519.7003731677150,0,0.5
,Sassuolo,2020-11-01,Sun,Napoli,0-2,18:00,Stadio Diego Armando Maradona,(0-0),2020,519.9962702286800,0,0.5
,Benevento,2020-11-02,Mon,Hellas Verona,3-1,20:45,Stadio Marc'Antonio Bentegodi,(1-0),2020,570.8007652681000,1,0.5
,Torino,2020-11-04,Wed,Genoa,1-2,17:00,Stadio Comunale Luigi Ferraris,(0-2),2020,124.3883982813310,0,0.5
