Attendance,Away,Date,Day,Home,Score,Time,Venue,Half_time,year
"20,132",Torino,2022-02-18,Fri,Juventus,1-1,20:45,Allianz Stadium,(1-0),2022
"35,000",Torino,2018-12-29,Sat,Lazio,1-1,15:00,Stadio Olimpico,(0-1),2018
"25,000",Torino,2019-10-30,Wed,Lazio,4-0,21:00,Stadio Olimpico,(2-0),2019
,Torino,2021-05-18,Tue,Lazio,0-0,20:30,Stadio Olimpico,(0-0),2021
"25,000",Torino,2022-04-16,Sat,Lazio,1-1,20:45,Stadio Olimpico,(0-0),2022
"21,947",Torino,2020-02-02,Sun,Lecce,4-0,18:00,Stadio Comunale Via Del Mare,(2-0),2020
"10,739",Torino,2022-08-13,Sat,Monza,1-2,20:45,U-Power Stadium,(0-1),2022
"21,830",Torino,2019-02-17,Sun,Napoli,0-0,20:30,Stadio San Paolo,(0-0),2019
"23,586",Torino,2020-02-29,Sat,Napoli,2-1,20:45,Stadio San Paolo,(1-0),2020
,Torino,2020-12-23,Wed,Napoli,1-1,20:45,Stadio Diego Armando Maradona,(0-0),2020
"27,579",Torino,2021-10-17,Sun,Napoli,1-0,18:00,Stadio Diego Armando Maradona,(0-0),2021
"35,953",Torino,2022-10-01,Sat,Napoli,3-1,15:00,Stadio Diego Armando Maradona,(3-1),2022
"16,924",Torino,2019-04-06,Sat,Parma,0-0,15:00,Stadio Ennio Tardini,(0-0),2019
"15,001",Torino,2019-09-30,Mon,Parma,3-2,20:45,Stadio Ennio Tardini,(2-2),2019
,Torino,2021-01-03,Sun,Parma,0-3,15:00,Stadio Ennio Tardini,(0-1),2021
"12,743",Torino,2019-02-03,Sun,SPAL,0-0,12:30,Stadio Paolo Mazza,(0-0),2019
,Torino,2020-07-26,Sun,SPAL,1-1,19:30,Stadio Paolo Mazza,(0-0),2020
"8,650",Torino,2022-04-02,Sat,Salernitana,0-1,20:45,Stadio Arechi,(0-1),2022
"20,364",Torino,2018-11-04,Sun,Sampdoria,1-4,15:00,Stadio Comunale Luigi Ferraris,(0-2),2018
"19,041",Torino,2019-09-22,Sun,Sampdoria,1-0,15:00,Stadio Comunale Luigi Ferraris,(0-0),2019
,Torino,2021-03-21,Sun,Sampdoria,1-0,15:00,Stadio Comunale Luigi Ferraris,(1-0),2021
"2,549",Torino,2022-01-15,Sat,Sampdoria,1-2,15:00,Stadio Comunale Luigi Ferraris,(1-1),2022
"11,148",Torino,2018-12-22,Sat,Sassuolo,1-1,15:00,Stadio Città del Tricolore,(0-0),2018
"10,500",Torino,2020-01-18,Sat,Sassuolo,2-1,18:00,Mapei Stadium - Città del Tricolore,(0-1),2020
700,Torino,2020-10-23,Fri,Sassuolo,3-3,20:45,Mapei Stadium - Città del Tricolore,(0-1),2020
"20,000",Torino,2021-09-17,Fri,Sassuolo,0-1,20:45,Mapei Stadium - Città del Tricolore,(0-0),2021
,Torino,2021-05-15,Sat,Spezia,4-1,15:00,Stadio Dino Manuzzi,(2-0),2021
"6,953",Torino,2021-11-06,Sat,Spezia,1-0,15:00,Stadio Alberto Picco,(0-0),2021
"18,813",Torino,2018-09-16,Sun,Udinese,1-1,15:00,Dacia Arena,(1-0),2018
"24,049",Torino,2019-10-20,Sun,Udinese,1-0,15:00,Dacia Arena,(1-0),2019
,Torino,2021-04-10,Sat,Udinese,0-1,20:45,Dacia Arena,(0-0),2021
"9,837",Torino,2022-02-06,Sun,Udinese,2-0,18:00,Dacia Arena,(0-0),2022
"4,888",Torino,2021-09-27,Mon,Venezia,1-1,20:45,Stadio Pierluigi Penzo ,(0-0),2021
"49,665",Udinese,2019-04-02,Tue,AC Milan,1-1,19:00,Stadio Giuseppe Meazza,(1-0),2019
"56,107",Udinese,2020-01-19,Sun,AC Milan,3-2,12:30,Stadio Giuseppe Meazza,(0-1),2020
,Udinese,2021-03-03,Wed,AC Milan,1-1,20:45,Stadio Giuseppe Meazza,(0-0),2021
"44,588",Udinese,2022-02-25,Fri,AC Milan,1-1,18:45,Stadio Giuseppe Meazza,(1-0),2022
"70,197",Udinese,2022-08-13,Sat,AC Milan,4-2,18:30,Stadio Giuseppe Meazza,(2-2),2022
"34,449",Udinese,2019-04-13,Sat,AS Roma,1-0,18:00,Stadio Olimpico,(0-0),2019
,Udinese,2020-07-02,Thu,AS Roma,0-2,21:45,Stadio Olimpico,(0-1),2020
,Udinese,2021-02-14,Sun,AS Roma,3-0,12:30,Stadio Olimpico,(2-0),2021
"29,593",Udinese,2021-09-23,Thu,AS Roma,1-0,20:45,Stadio Olimpico,(1-0),2021
"18,663",Udinese,2019-04-29,Mon,Atalanta,2-0,19:00,Stadio Atleti Azzurri d'Italia,(0-0),2019
"18,677",Udinese,2019-10-27,Sun,Atalanta,7-1,15:00,Stadio Atleti Azzurri d'Italia,(3-1),2019
,Udinese,2021-04-03,Sat,Atalanta,3-2,15:00,Stadio Atleti Azzurri d'Italia,(2-1),2021
"9,951",Udinese,2021-10-24,Sun,Atalanta,1-1,12:30,Stadio Atleti Azzurri d'Italia,(0-0),2021
,Udinese,2021-04-25,Sun,Benevento,2-4,12:30,Stadio Ciro Vigorito,(1-2),2021
"19,039",Udinese,2018-09-30,Sun,Bologna,2-1,12:30,Stadio Renato Dall'Ara,(1-1),2018
"21,523",Udinese,2020-02-22,Sat,Bologna,1-1,15:00,Stadio Renato Dall'Ara,(0-1),2020
,Udinese,2021-01-06,Wed,Bologna,2-2,15:00,Stadio Renato Dall'Ara,(2-1),2021
"15,922",Udinese,2022-04-24,Sun,Bologna,2-2,15:00,Stadio Renato Dall'Ara,(1-1),2022
"13,586",Udinese,2020-02-09,Sun,Brescia,1-1,15:00,Stadio Mario Rigamonti,(0-0),2020
"15,378",Udinese,2019-05-26,Sun,Cagliari,1-2,20:30,Sardegna Arena,(1-0),2019
,Udinese,2020-07-26,Sun,Cagliari,0-1,19:30,Sardegna Arena,(0-1),2020
,Udinese,2020-12-20,Sun,Cagliari,1-1,15:00,Sardegna Arena,(1-0),2020
"7,864",Udinese,2021-12-18,Sat,Cagliari,0-4,20:45,Unipol Domus,(0-2),2021
"10,000",Udinese,2018-09-23,Sun,Chievo,0-2,15:00,Stadio Marc'Antonio Bentegodi,(0-0),2018
,Udinese,2021-04-17,Sat,Crotone,1-2,15:00,Stadio Ezio Scida,(0-1),2021
"7,553",Udinese,2018-11-11,Sun,Empoli,2-1,15:00,Stadio Carlo Castellani,(1-0),2018
"4,808",Udinese,2021-12-06,Mon,Empoli,3-1,18:30,Stadio Carlo Castellani,(0-1),2021
"31,009",Udinese,2018-09-02,Sun,Fiorentina,1-0,18:00,Stadio Artemio Franchi,(0-0),2018
"37,963",Udinese,2019-10-06,Sun,Fiorentina,1-0,12:30,Stadio Artemio Franchi,(0-0),2019
"1,000",Udinese,2020-10-25,Sun,Fiorentina,3-2,18:00,Stadio Artemio Franchi,(2-1),2020
"22,067",Udinese,2022-04-27,Wed,Fiorentina,0-4,18:00,Stadio Artemio Franchi,(0-2),2022
"12,261",Udinese,2019-05-12,Sun,Frosinone,1-3,15:00,Stadio Benito Stirpe,(0-3),2019
"18,880",Udinese,2018-10-28,Sun,Genoa,2-2,15:00,Stadio Comunale Luigi Ferraris,(1-0),2018
"20,030",Udinese,2019-11-03,Sun,Genoa,1-3,15:00,Stadio Comunale Luigi Ferraris,(1-1),2019
,Udinese,2021-03-13,Sat,Genoa,1-1,20:45,Stadio Comunale Luigi Ferraris,(1-1),2021
"5,000",Udinese,2022-01-22,Sat,Genoa,0-0,15:00,Stadio Comunale Luigi Ferraris,(0-0),2022
"13,740",Udinese,2019-09-24,Tue,Hellas Verona,0-0,19:00,Stadio Marc'Antonio Bentegodi,(0-0),2019
"1,000",Udinese,2020-09-27,Sun,Hellas Verona,1-0,15:00,Stadio Marc'Antonio Bentegodi,(0-0),2020
"11,713",Udinese,2022-02-13,Sun,Hellas Verona,4-0,15:00,Stadio Marc'Antonio Bentegodi,(2-0),2022
"15,352",Udinese,2022-10-03,Mon,Hellas Verona,1-2,20:45,Stadio Marc'Antonio Bentegodi,(1-0),2022
"57,025",Udinese,2018-12-15,Sat,Inter Milan,1-0,18:00,Stadio Giuseppe Meazza,(0-0),2018
"57,991",Udinese,2019-09-14,Sat,Inter Milan,1-0,20:45,Stadio Giuseppe Meazza,(1-0),2019
"1,000",Udinese,2021-05-23,Sun,Inter Milan,5-1,15:00,Stadio Giuseppe Meazza,(2-0),2021
"48,076",Udinese,2021-10-31,Sun,Inter Milan,2-0,12:30,Stadio Giuseppe Meazza,(0-0),2021
"39,987",Udinese,2019-03-08,Fri,Juventus,4-1,20:30,Allianz Stadium,(2-0),2019
"39,127",Udinese,2019-12-15,Sun,Juventus,3-1,15:00,Allianz Stadium,(3-0),2019
,Udinese,2021-01-03,Sun,Juventus,4-1,20:45,Allianz Stadium,(1-0),2021
"5,000",Udinese,2022-01-15,Sat,Juventus,2-0,20:45,Allianz Stadium,(1-0),2022
"30,162",Udinese,2019-04-17,Wed,Lazio,2-0,19:00,Stadio Olimpico,(2-0),2019
"20,000",Udinese,2019-12-01,Sun,Lazio,3-0,15:00,Stadio Olimpico,(3-0),2019
,Udinese,2020-11-29,Sun,Lazio,1-3,12:30,Stadio Olimpico,(0-2),2020
"7,000",Udinese,2021-12-02,Thu,Lazio,4-4,20:45,Stadio Olimpico,(1-3),2021
"21,321",Udinese,2020-01-06,Mon,Lecce,0-1,18:00,Stadio Comunale Via Del Mare,(0-0),2020
"9,955",Udinese,2022-08-26,Fri,Monza,1-2,18:30,U-Power Stadium,(1-1),2022
"25,718",Udinese,2019-03-17,Sun,Napoli,4-2,18:00,Stadio San Paolo,(2-2),2019
,Udinese,2020-07-19,Sun,Napoli,2-1,19:30,Stadio San Paolo,(1-1),2020
,Udinese,2021-05-11,Tue,Napoli,5-1,20:45,Stadio Diego Armando Maradona,(2-1),2021
"37,363",Udinese,2022-03-19,Sat,Napoli,2-1,15:00,Stadio Diego Armando Maradona,(0-1),2022
"13,141",Udinese,2018-08-19,Sun,Parma,2-2,20:30,Stadio Ennio Tardini,(1-0),2018
"14,250",Udinese,2020-01-26,Sun,Parma,2-0,15:00,Stadio Ennio Tardini,(2-0),2020
,Udinese,2021-02-21,Sun,Parma,2-2,12:30,Stadio Ennio Tardini,(2-0),2021
"13,195",Udinese,2018-12-26,Wed,SPAL,0-0,18:00,Stadio Paolo Mazza,(0-0),2018
,Udinese,2020-07-09,Thu,SPAL,0-3,19:30,Stadio Paolo Mazza,(0-2),2020
"29,739",Udinese,2022-05-22,Sun,Salernitana,0-4,21:00,Stadio Arechi,(0-3),2022
"18,020",Udinese,2019-01-26,Sat,Sampdoria,4-0,18:00,Stadio Comunale Luigi Ferraris,(1-0),2019
"17,031",Udinese,2019-11-24,Sun,Sampdoria,2-1,18:00,Stadio Comunale Luigi Ferraris,(1-1),2019
,Udinese,2021-01-16,Sat,Sampdoria,2-1,20:45,Stadio Comunale Luigi Ferraris,(0-0),2021
"4,292",Udinese,2021-10-03,Sun,Sampdoria,3-3,15:00,Stadio Comunale Luigi Ferraris,(1-2),2021
"10,655",Udinese,2018-12-02,Sun,Sassuolo,0-0,15:00,Stadio Città del Tricolore,(0-0),2018
,Udinese,2020-08-02,Sun,Sassuolo,0-1,20:45,Mapei Stadium - Città del Tricolore,(0-0),2020
,Udinese,2020-11-06,Fri,Sassuolo,0-0,20:45,Mapei Stadium - Città del Tricolore,(0-0),2020
"7,460",Udinese,2022-05-07,Sat,Sassuolo,1-1,18:00,Mapei Stadium - Città del Tricolore,(1-0),2022
"8,694",Udinese,2022-09-11,Sun,Sassuolo,1-3,15:00,Mapei Stadium - Città del Tricolore,(1-0),2022
,Udinese,2021-01-31,Sun,Spezia,0-1,12:30,Stadio Dino Manuzzi,(0-0),2021
"5,162",Udinese,2021-09-12,Sun,Spezia,0-1,15:00,Stadio Alberto Picco,(0-0),2021
"16,557",Udinese,2019-02-10,Sun,Torino,1-0,15:00,Stadio Olimpico di Torino,(1-0),2019
,Udinese,2020-06-23,Tue,Torino,1-0,21:45,Stadio Olimpico di Torino,(1-0),2020
,Udinese,2020-12-12,Sat,Torino,2-3,18:00,Stadio Olimpico di Torino,(0-1),2020
"7,034",Udinese,2021-11-22,Mon,Torino,2-1,20:45,Stadio Olimpico di Torino,(1-0),2021
"10,459",Udinese,2022-04-10,Sun,Venezia,1-2,15:00,Stadio Pierluigi Penzo ,(0-1),2022
"26,185",Venezia,2021-09-22,Wed,AC Milan,2-0,20:45,Stadio Giuseppe Meazza,(0-0),2021
"63,243",Venezia,2022-05-14,Sat,AS Roma,1-1,20:45,Stadio Olimpico,(0-1),2022
"8,667",Venezia,2021-11-30,Tue,Atalanta,4-0,18:30,Stadio Atleti Azzurri d'Italia,(2-0),2021
"15,255",Venezia,2021-11-21,Sun,Bologna,0-1,15:00,Stadio Renato Dall'Ara,(0-0),2021
"8,135",Venezia,2021-10-01,Fri,Cagliari,1-1,20:45,Unipol Domus,(1-0),2021
"2,511",Venezia,2021-09-11,Sat,Empoli,1-2,15:00,Stadio Carlo Castellani,(0-1),2021
"31,627",Venezia,2022-04-16,Sat,Fiorentina,1-0,16:30,Stadio Artemio Franchi,(1-0),2022
"7,920",Venezia,2021-10-31,Sun,Genoa,0-0,15:00,Stadio Comunale Luigi Ferraris,(0-0),2021
"14,298",Venezia,2022-02-27,Sun,Hellas Verona,3-1,15:05,Stadio Marc'Antonio Bentegodi,(0-0),2022
"5,000",Venezia,2022-01-22,Sat,Inter Milan,2-1,18:00,Stadio Giuseppe Meazza,(1-1),2022
"39,203",Venezia,2022-05-01,Sun,Juventus,2-1,12:30,Allianz Stadium,(1-0),2022
"18,000",Venezia,2022-03-14,Mon,Lazio,1-0,20:45,Stadio Olimpico,(0-0),2022
"20,000",Venezia,2021-08-22,Sun,Napoli,2-0,20:45,Stadio Diego Armando Maradona,(0-0),2021
"22,200",Venezia,2022-05-05,Thu,Salernitana,2-1,18:00,Stadio Arechi,(1-0),2022
"5,735",Venezia,2021-12-19,Sun,Sampdoria,1-1,18:00,Stadio Comunale Luigi Ferraris,(1-0),2021
"4,482",Venezia,2021-10-23,Sat,Sassuolo,3-1,18:00,Mapei Stadium - Città del Tricolore,(1-1),2021
"7,993",Venezia,2022-04-02,Sat,Spezia,1-0,15:00,Stadio Alberto Picco,(0-0),2022
"6,681",Venezia,2022-02-12,Sat,Torino,1-2,20:45,Stadio Olimpico di Torino,(1-1),2022
"8,274",Venezia,2021-08-27,Fri,Udinese,3-0,18:30,Dacia Arena,(1-0),2021
